App Name,Size (bytes),App id,Currency,Price,Rating (All),Rating (Current),Avg Rating (All),Avy Rating (Current),Version,Rating(Content),Prefrence,Supp Devices,Screenshot,Supp Lang,Vpp Lic
PARKOUR MAPS FOR MINECRAFT PC EDITION - DOWNLOAD BEST POCKET MAPS FOR MINECRAFT,11141120,1112208725,USD,1.99,296,55,4,3.5,1,4+,Entertainment,38,4,1,1
Geometry Dash World,64278528,1112307917,USD,0,5114,5114,4.5,4.5,1,4+,Games,37,5,1,1
Night Terrors: The Beginning,124721152,1112350146,USD,0,954,307,4,4,1.6.0,12+,Entertainment,37,0,1,1
Burnout City,176272384,1112382631,USD,0,82,69,4,4,1.3,4+,Games,40,5,8,1
Timelines - Time Tracking,10715136,1112433234,USD,7.99,43,6,4,5,1.4.1,4+,Productivity,25,0,1,1
Smelly Baby - Farty Party,110398464,1112477374,USD,0,32,32,4,4,1,4+,Games,38,5,11,1
Star Walk 2 Ads+ Night Sky Map - Stars and Planets,234468352,1112481571,USD,0,161,30,4,4,2.3.8,4+,Education,37,5,12,1
单机群侠传-金庸群侠传口袋版,153306112,1112500249,USD,0,30,4,5,5,3.2.1,9+,Games,38,5,1,1
Perchang,315626496,1112532917,USD,1.99,839,507,3.5,4,2.02,4+,Games,37,5,11,1
Tiki Taka World Soccer,135481344,1112540727,USD,2.99,9,8,2,2,1.02,4+,Games,40,5,1,1
Wars Of Warlords : Mini Game With Worldwide Multiplayer,132612096,1112551222,USD,0.99,69,69,3,3,1,12+,Games,43,5,1,1
Mods for Minecraft PC Edition - Mod Installer Pocket Guide,18440192,1112581194,USD,1.99,80,80,3.5,3.5,1,4+,Utilities,38,4,1,1
GoldieBlox: Adventures in Coding - The Rocket Cupcake Co.,218911744,1112690545,USD,2.99,24,10,4.5,4,1.04,4+,Education,38,5,1,1
VEHICLES & WEAPONS MODS for Minecraft PC Edition - Pocket Guide,12445696,1112701216,USD,1.99,159,159,4,4,1,4+,Entertainment,38,3,1,1
"镜花缘：两世英雄情缘,数年问仙修道",334434304,1112826311,USD,0,0,0,0,0,1.4.7,12+,Games,40,5,1,1
iSNOB 小众精品爱好者的私藏Top 10,27131904,1112851561,USD,0.99,0,0,0,0,1.1.2,17+,Lifestyle,37,0,2,1
Nerve — Truth or Dare Dirty Houseparty Party Games,89057280,1112858566,USD,0,6658,130,4,4.5,2.0.1,17+,Lifestyle,37,4,7,1
Snot & Fluff - A Space Adventure,294865920,1112861301,USD,2.99,21,6,4.5,4.5,1.2.1,4+,Book,40,5,6,1
SBK16 - Official Mobile Game,333368320,1112922482,USD,0,249,52,4.5,4,1.0.6,4+,Games,38,5,8,1
Chat for Whatsapp - iPad Version,24287232,1112989865,USD,0,5060,4189,3.5,3.5,1.2,12+,Social Networking,24,2,1,1
ZuumSpeed Customizable Speedometer + HUD,23527424,1113205946,USD,0.99,0,0,0,0,2.0.1,4+,Navigation,37,0,1,1
Rival Stars College Football,271124480,1113223808,USD,0,1132,51,4,4.5,1.3.2,4+,Games,37,5,22,1
キモゲーいや、きも毛ー,9795584,1113304677,USD,0,0,0,0,0,1,4+,Games,40,4,2,1
RAMP-光を灯す孤独な物語- #無料アクションゲーム,264383488,1113359219,USD,0,0,0,0,0,1.1.1,4+,Games,37,4,1,1
人众金服[回馈版]-高收益理财软件,32704512,1113413855,USD,0,0,0,0,0,3.0.6,4+,Finance,38,0,1,1
BOSS Tuner,2565120,1113473319,USD,0,13,13,3.5,3.5,1.0.0,4+,Music,37,3,2,1
Papa's Taco Mia HD,62189568,1113603774,USD,2.99,75,75,4.5,4.5,1.0.0,4+,Games,24,5,1,1
RollerCoaster Tycoon® Classic,424826880,1113736426,USD,5.99,1794,60,4,3.5,1.1.6,4+,Games,38,5,5,1
Doggy Box,89756672,1113756219,USD,0,360,88,4,4,1.2,4+,Games,40,3,1,1
VR Death Simulator,194632704,1113883640,USD,0,22,22,2,2,1,17+,Entertainment,40,4,1,1
マジ死にゲー,56744960,1113891385,USD,0,0,0,0,0,1.1,4+,Games,40,4,2,1
まんが一本道〆,185382912,1113923256,USD,4.99,0,0,0,0,1.0.1,4+,Games,38,5,1,1
创客金融-高收益银行存管投资理财平台,66637824,1113936701,USD,0,0,0,0,0,3.4.6,4+,Finance,38,0,2,1
Soccer Sumos - Multiplayer party game!,68797440,1113943452,USD,0.99,6,3,3,3.5,1.1.8,4+,Games,38,5,1,1
NINE 対戦型脳トレ -目指せ賞金王！-,48146432,1113946899,USD,0,0,0,0,0,1.0.3,17+,Games,37,4,42,1
Lucky Block Mod for Minecraft PC Edition - Pocket Guide,11767808,1114046971,USD,1.99,14,12,2,2,1.1,4+,Games,38,5,1,1
EmojiMom - An Emoji App for the Modern Mom,5844992,1114061571,USD,0,110,10,2.5,3.5,1.7,12+,Entertainment,37,0,1,1
Reigns,128684032,1114127463,USD,2.99,3017,120,4.5,4.5,1.06,12+,Games,37,5,11,1
2-bit Cowboy Rides Again,29696000,1114130722,USD,1.99,25,13,4.5,4.5,1.03,9+,Games,37,5,1,1
Day of the Tentacle Remastered,2779450368,1114170869,USD,4.99,255,42,5,4.5,1.2,12+,Games,37,5,5,1
StephMoji by Steph Curry,66413568,1114234507,USD,1.99,888,106,4.5,4.5,1.2,4+,Utilities,37,0,1,1
Funny Face - Filters Pic Swap Effects Photo Editor,132928512,1114245788,USD,0,343,35,4.5,4,1.7,4+,Entertainment,37,3,1,1
Aussie Rules Hero - Footy Goal Kicking Game,23707648,1114261491,USD,0,12,0,3.5,0,2.1,4+,Games,40,5,1,1
ポケット戦国 -戦略と戦術で歴史を作れ！-【本格派 戦国シミュレーション】,150763520,1114284578,USD,7.99,0,0,0,0,1.1.2,9+,Games,37,0,2,1
视吧-全民手机直播,170616832,1114288419,USD,0,0,0,0,0,2.6,17+,Social Networking,37,0,2,1
Consultant Aide,27880448,1114312105,USD,7.99,881,38,3.5,2.5,1.3.2,4+,Business,37,5,1,1
やる夫のチャリ,45884416,1114434026,USD,0,0,0,0,0,1,4+,Games,40,4,2,1
Pokedex for Pokemon Go,20184064,1114483079,USD,0.99,7,0,3,0,2.7,4+,Entertainment,37,3,1,1
Crusader Kings: Chronicles,111983616,1114493266,USD,4.99,11,5,2,2,1.2,17+,Games,40,5,1,1
Heroes of Loot 2,63109120,1114594263,USD,3.99,51,1,4,4,1.1.4,9+,Games,38,5,1,1
Crap! I'm Broke: Out of Pocket,46360576,1114606759,USD,1.99,30,7,3.5,4.5,1.1.4,12+,Games,40,5,1,1
Snake.io - Worm.io - Agar Slither Snake Battle,61143040,1114681193,USD,0,5768,1963,4.5,4.5,1.0.5,4+,Entertainment,38,4,1,1
TIME LOCKER - Shooter,55975936,1114692553,USD,0,627,5,4.5,5,1.6.1,9+,Games,37,5,10,1
Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,5553152,1114710947,USD,0,352,325,4,4,1.0.2,4+,Photo & Video,38,5,1,1
3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,306912256,1114718412,USD,0,166,166,4.5,4.5,1,4+,Games,38,5,1,1
iOAK,3393536,1114748413,USD,1.99,0,0,0,0,1.1.1,4+,Education,37,4,2,1
diep.io,32992256,1114751883,USD,0,9397,1113,4,4,1.2.4,9+,Games,40,5,1,1
New Star Soccer G-Story,82401280,1114811228,USD,0.99,9,6,3.5,3,1.0.5,4+,Games,40,5,1,1
Toca Life: Vacation,300401664,1114886979,USD,2.99,1730,493,4.5,4.5,1.0.3,4+,Education,38,5,18,1
Blade Sliders,118496256,1114893521,USD,0,136,136,4,4,1.0.0,12+,Games,38,3,11,1
Limite Limite,15981568,1114916686,USD,0,0,0,0,0,3.3,17+,Games,40,2,1,1
NBA 2K17,2950687744,1114921009,USD,7.99,2408,398,3,3,1.07,4+,Games,25,5,1,1
kubic,334576640,1115010672,USD,1.99,30,0,4,0,1.6,4+,Games,37,5,12,1
The Secret To Money,25714688,1115022026,USD,4.99,715,118,4.5,4.5,1.1.4,4+,Lifestyle,37,5,1,1
英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,313449472,1115078893,USD,0,0,0,0,0,1.0.1,4+,Games,38,5,1,1
脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,69318656,1115083152,USD,0,0,0,0,0,1.2.0,4+,Games,40,0,1,1
街机格斗王,301804544,1115092415,USD,0,1,1,5,5,1.6.0,9+,Games,38,5,1,1
Collageable PRO - Photo Collage,69005312,1115111967,USD,1.99,202,105,4,4,1.2,4+,Photo & Video,37,0,11,1
RedStory - Little Red Riding Hood,251451392,1115128108,USD,0,185,63,3.5,4,1.2.0,4+,Games,37,5,24,1
Triennale Game Collection,427578368,1115223015,USD,0,56,10,2.5,3,1.8,9+,Games,37,5,2,1
Smart Matches ~ Puzzles with Matchsticks,28306432,1115245945,USD,0,1,1,5,5,1.1,4+,Games,37,4,15,1
Fight List,38133760,1115249449,USD,0,4702,15,3.5,4,2.29.0,4+,Games,37,0,3,1
Skyscrapers by Tinybop,208843776,1115415865,USD,2.99,127,14,3,4,1.1.0,4+,Education,38,5,58,1
Quell Zen+,98282496,1115633942,USD,2.99,73,51,5,5,1.01,4+,Games,37,5,1,1
IllumiMoji,20946944,1115647211,USD,0.99,14,8,3,4,1.2,17+,Reference,37,4,1,1
TRANSPORT MODS for MINECRAFT Pc EDITION,32416768,1115681877,USD,1.99,754,44,4.5,4,1.02,4+,Navigation,37,2,2,1
Hand of God - Top Clicker & Tap Games,162750464,1115733806,USD,0,5141,140,4.5,4.5,1.4,12+,Games,37,5,1,1
DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,27295744,1115848946,USD,1.99,413,406,4,4,1.1,4+,Reference,38,4,1,1
Slots: VIP Deluxe Slots Machines - Free Slot Games,169353216,1115911787,USD,0,2732,135,5,5,1.112,12+,Games,40,5,10,1
微火车票-查机票订酒店春运特价随行,48801792,1115978213,USD,0.99,0,0,0,0,2.2,4+,Travel,37,0,1,1
好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,37828608,1115981170,USD,0,1,1,1,1,1.1.0,9+,Games,38,5,16,1
Dr. Panda Farm,98934784,1116025351,USD,2.99,28,28,4,4,1,4+,Education,38,5,20,1
Dr. Panda Hoopa City 2,170365952,1116026071,USD,3.99,31,9,4.5,4.5,1.2,4+,Education,40,5,20,1
Mystic Messenger,405535744,1116027365,USD,0,6754,70,4.5,4.5,1.7.5,12+,Games,37,0,1,1
Fancy Cats,281761792,1116046099,USD,0,966,2,4.5,5,2.7.2,4+,Games,37,5,1,0
车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,53552128,1116069870,USD,0,0,0,0,0,3.3.3,17+,Lifestyle,38,0,2,1
Anime Power FX,97897472,1116112829,USD,0,807,807,4.5,4.5,1,9+,Photo & Video,37,5,1,1
Tankio - Battle Arena,53370880,1116164772,USD,0,4513,9,4,3.5,1.3.7,4+,Games,40,1,1,1
3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,19122176,1116214450,USD,1.99,268,268,4.5,4.5,1,4+,Utilities,38,4,1,1
Glitch Fixers - The Powerpuff Girls,272637952,1116215882,USD,0,89,56,4,4.5,1.0.1,9+,Games,37,5,1,1
Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),1452132352,1116249582,USD,6.99,104,104,4.5,4.5,1.0.2,9+,Games,24,5,4,1
Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),1805248512,1116253995,USD,6.99,79,79,4.5,4.5,1.0.0,9+,Games,24,5,4,1
Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),1143723008,1116271098,USD,6.99,49,49,4.5,4.5,1.0.0,9+,Games,37,5,4,1
Slots: Get Rich Slot Machines Casino Slot Games,170819584,1116296327,USD,0,1168,5,5,5,1.117,12+,Games,40,5,10,1
"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",9305088,1116320580,USD,0.99,9,8,3,3,2.2,4+,Photo & Video,38,0,1,1
Football Heroes PRO 2017 - featuring NFL Players,141317120,1116329647,USD,0,691,125,4,4,1.3,9+,Games,37,5,1,1
天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,218665984,1116483214,USD,0.99,0,0,0,0,1.2,4+,Games,43,5,2,1
Hoverboard Simulator - Endless Hover Board Race,34868224,1116494563,USD,0,203,9,4,4.5,1.2,4+,Games,40,2,1,1
Can You Dab?,73590784,1116536171,USD,0,2601,481,4,3.5,2,4+,Games,38,2,1,1
これやったことない人いる？,12624896,1116541279,USD,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1
鴨川等間隔の法則,15758336,1116544191,USD,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1
Face Effects & Filters,13231104,1116549013,USD,0,97,7,3,2.5,1.6,4+,Entertainment,37,2,1,1
不思議雑貨店ローズ ～ほのぼの再建記～,105900032,1116549578,USD,0,1,1,5,5,1.0.5,4+,Games,37,4,4,1
多纳餐厅2,104617984,1116564897,USD,2.99,0,0,0,0,3.1,4+,Education,38,5,1,1
VR-Crazy Car Traffic Racing,210149376,1116568228,USD,0,10,1,2,5,1.11,4+,Games,37,5,1,1
Shopping Mall Girl - Dress Up & Style Game,267441152,1116609570,USD,0,2332,322,4.5,4.5,1.5.0,4+,Games,38,5,11,1
坦克新纪元——经典红警狂热回归,53628928,1116622769,USD,0,0,0,0,0,1.01,4+,Games,40,5,0,1
Piggy Show,265478144,1116785618,USD,0,53,6,4.5,4.5,1.0.3,4+,Games,38,5,1,1
Nightgate,153664512,1116808304,USD,4.99,947,809,4.5,4.5,1.0.1,4+,Games,38,5,10,1
女の子のための女子トレンドまとめアプリ-ウーマガジン-,9242624,1116861891,USD,0,0,0,0,0,1.8,9+,Catalogs,38,0,1,1
Tank War - Geometry Go Shot Color Dot.IO,32032768,1116876789,USD,0,24760,1251,4.5,4.5,1.4,4+,Games,40,2,31,1
マッチングならSecret- 友達・恋人探しSNS,34893824,1116880272,USD,0,0,0,0,0,1.2,17+,Social Networking,37,5,1,1
Change My Location,975872,1116882930,USD,0.99,165,165,2,2,1,4+,Utilities,37,2,1,1
極限ドリブル～神の子 edition～,18325504,1116899512,USD,0,0,0,0,0,1.0.0,4+,Games,38,5,2,1
Jazza's Arty Games,314591232,1116902833,USD,2.99,127,127,4.5,4.5,2,9+,Games,40,5,1,1
Agatha Christie - The ABC Murders (FULL),1104092160,1116910957,USD,6.99,80,80,4,4,1,12+,Games,37,5,1,1
牛タン牛タン牛タンタン,23534592,1116937558,USD,0,0,0,0,0,1.0.0,4+,Games,38,4,2,1
精度93％ 絶望の心理テスト,28856320,1116944520,USD,0,1,1,1,1,1,12+,Lifestyle,38,0,1,1
Eden: The Game - Build Your Village!,148648960,1116980952,USD,0,823,74,4,4.5,1.3,4+,Games,37,5,9,0
RunGunJumpGun,291038208,1117166919,USD,2.99,60,2,4,5,1.0.2,9+,Games,40,5,1,1
Diamond Story: Jewelry Quest,107376640,1117310816,USD,0,683,8,4.5,5,1.1.2,4+,Games,38,5,16,1
LEGO® City My City 2,490951680,1117365978,USD,0,424,99,3.5,3.5,17.0.631,4+,Games,37,5,19,1
The Game of Life,305483776,1117405948,USD,2.99,2298,157,4.5,4.5,1.8.5,4+,Games,37,5,1,1
Bob the Builder™: Build City,230901760,1117482308,USD,2.99,11,1,3.5,5,1.2,4+,Games,37,5,6,1
ANSELFIE - emojis by Ansel,53998592,1117580704,USD,2.99,13,13,4.5,4.5,1.8,4+,Utilities,37,0,1,1
Steps,70959104,1117621317,USD,0,361,361,4.5,4.5,1,4+,Games,38,5,1,1
Funny Face - Filters Swap Effects Pic for Snapchat,154999808,1117719909,USD,0,2471,20,4,3,1.9,4+,Lifestyle,37,3,1,1
镜花奇缘 - 最新诛仙类卡牌传奇手游游戏,319483904,1117816598,USD,0,0,0,0,0,1.3.4,12+,Games,40,5,1,1
Natoo,54135808,1117818844,USD,0,0,0,0,0,1.0.6,4+,Entertainment,38,0,2,1
妙资理财（九周年版)-高收益理财投资平台,31624192,1117825020,USD,0,0,0,0,0,3.0.51,4+,Finance,38,0,2,1
妙资理财-福利版（年化14.8%注册送1万体验金）,31624192,1117825025,USD,0,0,0,0,0,3.0.60,4+,Finance,38,0,2,1
Endless Ducker,159752192,1117844680,USD,0,639,306,4,4.5,1.0.2,4+,Games,38,5,1,1
Rhinbo - Endless Runner Game,154710016,1117905680,USD,0,391,5,4,5,1.0.1.5,12+,Games,37,5,1,1
面白ニュースを超快適に読める!!まとめのまとめMM,56349696,1117981792,USD,0,0,0,0,0,3.7,17+,Entertainment,37,5,1,1
Human Anatomy Atlas 2017 - Complete 3D Human Body,979960832,1117998129,USD,24.99,73,19,4.5,5,2017.3.35,12+,Medical,25,5,7,1
Creatures Mod for Minecraft PC Game Edition - Mods Pocket Guide,30298112,1118012993,USD,1.99,311,311,4,4,1,12+,Utilities,38,5,1,1
City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE),11083776,1118046725,USD,1.99,536,536,3.5,3.5,1,4+,Entertainment,38,4,1,1
KORG iWAVESTATION,75792384,1118072618,USD,29.99,47,23,4.5,4,1.0.1,4+,Music,37,5,1,1
Oh...Sir! The Insult Simulator,190519296,1118082679,USD,1.99,242,12,4.5,5,4,12+,Games,37,5,1,1
おじクエ - OJISAN QUEST - タップRPG -,53107712,1118239905,USD,0,0,0,0,0,1.11,4+,Games,38,5,1,1
Shopkins: Chef Club,277154816,1118247592,USD,0,2881,14,4.5,4.5,1.1.9,4+,Games,38,5,1,1
ENYO,95228928,1118353232,USD,0,163,27,3.5,4,1.0.3,9+,Games,37,5,1,1
Agricola All Creatures Big and Small,160331776,1118398079,USD,4.99,35,2,4,4.5,1.41,4+,Games,37,5,1,1
Wordalot – Picture Crossword,166720512,1118406919,USD,0,3383,28,4.5,4.5,4.42,4+,Games,40,4,1,1
Bowmasters - Top Multiplayer Bowman Archery Game,164000768,1118431695,USD,0,159323,24387,4.5,4.5,2.4,12+,Games,37,5,1,1
Bloons Supermonkey 2,208455680,1118441024,USD,0.99,599,68,4.5,4.5,1.3,9+,Games,37,5,18,1
Gabbymoji,9691136,1118494466,USD,1.99,18,1,4,5,1.0.1,4+,Entertainment,37,4,1,1
PIN Genie Vault – Secret photo album & Password,96621568,1118646945,USD,0,34,0,4,0,1.1.7,17+,Utilities,37,5,3,1
Super City: Special Edition,65575936,1118676232,USD,4.99,78,15,4.5,4.5,1.1.4,12+,Games,40,4,16,1
Stop Curry,67836928,1118756851,USD,0,250,14,4.5,3.5,1.0.3,4+,Games,40,2,1,1
Lollipop: Sweet Taste Match3,150807552,1118803687,USD,0,2861,32,4.5,5,1.4.7,4+,Games,38,5,1,1
ここに墓を建てよう,68612096,1118839901,USD,0,0,0,0,0,1.3,4+,Games,38,4,1,1
Burger Jump,86596608,1118844179,USD,0,145,145,4.5,4.5,1,4+,Games,40,5,1,1
激おこ!! はじめしゃちょー　なんなんですか!?,211661824,1118850623,USD,0,1,1,5,5,1.0.4,9+,Games,40,5,1,1
Fun Run Arena - Online Multiplayer Running Game,294744064,1118878857,USD,0,4116,161,4.5,4.5,1.9,12+,Games,38,5,1,1
Talented Pets Show,82972672,1118918368,USD,0,108,108,4,4,1,4+,Games,43,5,1,1
Fantasy Football Coach,145700864,1118999592,USD,0,29,3,3,3.5,2,9+,Games,37,5,1,1
Pea – The Premature Ejaculation App,34085888,1119002115,USD,3.99,9,1,1.5,2,2,17+,Health & Fitness,37,0,1,1
Moji Edit- Your Custom Emoji Avatar Face,56797184,1119003636,USD,0,238,41,3.5,4,1.3,4+,Utilities,37,0,1,1
Virtual Reality Moon for Google Cardboard VR,105992192,1119018463,USD,0,109,63,3,3,0.9,4+,Games,40,0,1,1
GeniusTest！天才てすと,19536896,1119051088,USD,0,0,0,0,0,1.0.0,17+,Entertainment,37,0,1,1
炎上なう -つぶやきSNS風シミュレーションゲーム-,49246208,1119058112,USD,0,0,0,0,0,1.1.8,9+,Games,40,3,2,1
Test your color IQ！カラーIQ診断テスト２,17693696,1119061470,USD,0,0,0,0,0,1.0.0,17+,Entertainment,37,0,1,1
Chick Go & Climb,55657472,1119074194,USD,0,10,0,4.5,0,1.7.2,4+,Games,43,5,8,1
Pango Build City,125467648,1119104329,USD,2.99,21,21,4.5,4.5,1,4+,Games,40,5,1,1
面倒だがトリあえずキーボード ～ さわりたくなるキーボード,87080960,1119107230,USD,0.99,0,0,0,0,1.0.1,4+,Utilities,37,0,1,1
アキラメロン【メロンを受け止める、チョイムズゲー】,135170048,1119109028,USD,0,0,0,0,0,1.0.3,4+,Games,38,4,1,1
Moasure - the smart tape measure,58884096,1119132775,USD,2.99,35,9,3,4,1.1.6,4+,Utilities,25,0,7,1
Bowmasters (Ad Free) - Top Multiplayer Bowman Game,164000768,1119200610,USD,3.99,1608,249,4.5,4.5,2.4,12+,Games,37,5,1,1
Auralux: Constellations,112653312,1119322616,USD,0,2354,821,4.5,4.5,1.09,4+,Games,37,5,7,1
PolitiCats: Awesome Clicker Game,304375808,1119351068,USD,0,2938,102,4.5,5,2.7.2,4+,Games,38,5,1,1
Escape from the music room in the school.,99691520,1119358760,USD,0,1,1,4,4,1.0.2,4+,Games,38,5,1,1
Water Bottle Flip AK 2016,78622720,1119370883,USD,0,93,6,2.5,4,1.5,9+,Games,38,4,1,1
Dumb Ways JR Madcap's Plane,110077952,1119424086,USD,1.99,3,3,3.5,3.5,1,4+,Education,37,5,1,1
Toca Hair Salon 3,129079296,1119482395,USD,2.99,314,82,4.5,4.5,1.2,4+,Education,38,5,18,1
"PS Deals+ - Games Price Alerts for PS4, PS3, Vita",70203392,1119514051,USD,2.99,28,6,5,4.5,2.2.1,9+,News,37,5,2,1
Redungeon,76619776,1119569595,USD,0,1821,104,4.5,4.5,3,12+,Games,38,5,1,1
Out There Chronicles - Ep. 1,108594176,1119644926,USD,1.99,87,19,4,4.5,1.0.3,12+,Games,37,5,2,1
Primordia,1537772544,1119713595,USD,4.99,49,49,4.5,4.5,1,9+,Games,40,5,1,1
NARUTO SHIPPUDEN: Ultimate Ninja Blazing,189709312,1119856566,USD,0,6426,393,4.5,4.5,1.5.10,9+,Games,38,5,1,1
【脱出ゲーム】絶対に最後までプレイしないで 〜謎解き＆ブロックパズル〜,77551616,1120021683,USD,0,0,0,0,0,1.3,12+,Games,38,0,1,1
MARVEL Tsum Tsum,117726208,1120034048,USD,0,838,8,4.5,4.5,2.9.0,4+,Games,38,5,8,1
Athlete Shave Salon Games,62823424,1120072154,USD,0,3815,5,4,1,1.4,9+,Games,37,4,1,1
Rubek,85164032,1120181386,USD,1.99,48,19,4.5,4.5,1.1,4+,Games,40,5,1,1
Tap Titans 2,511670272,1120294802,USD,0,9122,155,4.5,4.5,1.5.0,4+,Games,37,5,1,1
Haunted Hotel: The X (Full),1153353728,1120339123,USD,6.99,83,83,4.5,4.5,1.0.0,9+,Games,37,5,5,1
Cubicle.,87667712,1120437406,USD,0,38,38,4,4,1,4+,Games,38,5,1,1
無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜,96265216,1120463205,USD,0,0,0,0,0,1.0.2,4+,Games,40,4,1,1
PINKFONG Birthday Party,69751808,1120471712,USD,0,70,1,3.5,2,9,4+,Education,38,5,11,1
Shopkins: Shoppie Dash!,192231424,1120547622,USD,3.99,278,52,4.5,4.5,1.2.1,4+,Games,38,5,3,1
Casino Girl-お金稼ぎ美少女育成ゲーム-,45024256,1120565231,USD,0,0,0,0,0,1.0.4,12+,Games,38,0,1,1
航海帝国HD 唯一正版授权 传承经典 统御大航海强者时代,114208768,1120574666,USD,0.99,0,0,0,0,1.2.20,4+,Games,40,5,1,1
JOEMOJI Keyboard,29841408,1120674971,USD,0.99,53,1,4.5,5,1.1,4+,Entertainment,37,0,1,1
Blocky Racer - Endless Arcade Racing,150992896,1120695201,USD,0,1122,303,4.5,4.5,2,4+,Games,37,5,1,1
Octonauts,513771520,1120838254,USD,3.99,14,7,3.5,3.5,1.0.1,4+,Education,25,5,1,1
Road Not Taken,274795520,1120861209,USD,4.99,291,96,4.5,4,1.0.8,9+,Games,25,3,1,1
Cafe Story - Play Cooking & Farming Game,116981760,1120936238,USD,0,1498,79,5,5,1.1.55,4+,Games,38,5,2,1
Zap Zombies,228882432,1120991202,USD,0,145,20,4,4.5,1.8,9+,Games,38,5,3,1
Buffalo Slots - Royal Casino Fun Slot Machines!,81576960,1121157685,USD,0,3153,0,5,0,1.2.2,12+,Games,40,5,1,1
ブリ猫,41528320,1121160975,USD,0,0,0,0,0,1.0.1,12+,Games,40,0,1,1
今日、彼女が死んだ,33209344,1121172075,USD,0,0,0,0,0,1.0.2,9+,Games,40,0,1,1
Soccer Cup Championship 2016,68205568,1121196185,USD,0,2,2,5,5,1.2,4+,Games,38,5,1,1
ひとりぼっち惑星,74806272,1121283620,USD,0,0,0,0,0,1.2.0,12+,Games,40,5,1,1
Vampire Legends: Untold Story of Elizabeth (Full),1031653376,1121425007,USD,6.99,50,5,3,3.5,1.0.6,9+,Games,24,5,3,1
Moji Maker™,159161344,1121463708,USD,1.99,4553,57,4,3,2,4+,Entertainment,37,5,1,1
Station Manager,213410816,1121484538,USD,4.99,35,8,3.5,3,1.1,4+,Games,37,5,4,1
Zombie Town Story,252352512,1121545201,USD,0,22,4,4,5,1.0.2,12+,Games,38,5,5,1
SnapMatch - Single and Group Matching,38171648,1121590741,USD,0,12,3,1.5,1,1.0.5,17+,Lifestyle,38,0,2,1
江湖风云录-超自由武侠剧情角色扮演手游,49652736,1121659254,USD,0.99,13,0,4.5,0,4.58,12+,Games,40,5,1,1
Chef Siblings - Island Restaurant,111013888,1121685698,USD,0,56,56,4,4,1,4+,Games,43,5,1,1
PetMOJI – Character Creator & Emoji Keyboard,23908352,1121740066,USD,0,244,19,3,2.5,1.0.3,4+,Entertainment,37,0,1,1
Samorost 3,1329823744,1121782467,USD,4.99,421,51,4,4,1.2,9+,Games,37,5,16,1
GIFYme - Create video loops and gifs with amazing filters for Whatsapp and Instagram,31382528,1121796149,USD,0,65,10,3.5,4,5,4+,Photo & Video,25,3,5,1
Soccer Stadium Sports Car & Bus Parking Simulator 3D Driving Sim,268843008,1121910644,USD,0,126,126,4,4,1,4+,Games,38,5,1,1
"April - Layouts, Photo Collage, and Poster Maker",56849408,1121943475,USD,0,165,29,4.5,5,2.4.4.1,4+,Photo & Video,37,0,10,1
Special Version - Explain Everything™ Whiteboard,152740864,1121944763,USD,15.99,27,12,4.5,4.5,1.92,4+,Education,37,5,17,1
Flood of Light,578062336,1121963448,USD,1.99,14,2,5,5,2.1.3,4+,Games,38,5,3,1
ゲーム攻略「SGGP」掲示板、SNSな友達出会い,22735872,1121967198,USD,0,0,0,0,0,1.1.1,9+,Social Networking,38,0,2,1
Archery King,133175296,1121971067,USD,0,8905,473,4.5,4.5,1.0.14,4+,Games,38,5,15,1
犯人は僕です。－謎解き×探索ノベルゲーム－,53682176,1121989372,USD,0,0,0,0,0,1.0.1,17+,Games,38,4,16,1
Virtual Reality Roller Coaster for Google Cardboard VR,119512064,1122172974,USD,0,77,68,4,4.5,0.2,4+,Games,40,0,1,1
MackMoji by Christy Mack,11546624,1122191886,USD,1.99,11,11,4,4,1,9+,Entertainment,37,4,1,1
"Please, Don't Touch Anything 3D",468603904,1122211704,USD,5.99,5,2,4,4.5,1.3,9+,Games,25,5,1,1
Grim Tales: The Heir - A Mystery Hidden Object Game (Full),984101888,1122212503,USD,6.99,87,87,4.5,4.5,1.0.0,9+,Games,37,5,5,1
CelebrityDiagnosis!,13968384,1122366064,USD,0,0,0,0,0,1.0.2,4+,Photo & Video,37,0,2,1
